location,latitude,longitude,pagenumber,map_order,pagenumber_first,pagenumber_last,loc_name_shelley,loc_name_18c,loc_name_modern,loc_type,action_emotive_victor,action_emotive_creature,action_emotive_walton,action_emotive_clerval,action_emotive_alphonse,action_emotive_caroline,action_emotive_elizabeth,action_emotive_william,action_emotive_justine,action_emotive_felix,action_emotive_safie,action_emotive_agatha,action_emotive_delacey,action_emotive_waldman,action_emotive_krempe,action_emotive_kirwin,action_emotive_ernest,action_physical_victor,action_physical_creature,action_physical_walton,action_physical_clerval,action_physical_alphonse,action_physical_caroline,action_physical_elizabeth,action_physical_william,action_physical_justine,action_physical_felix,action_physical_safie,action_physical_agatha,action_physical_waldman,action_physical_krempe,action_physical_kirwin,action_physical_ernest,nature_setting,nature_loc,nature_aesthetic,nature_weather,nature_time,nature_topography,name_narrator,name_actant1,name_actant2,name_actant3,name_actant4,name_actant5,name_ref1,name_ref2,name_ref3,name_ref4,name_ref5,name_book1,name_book2,name_book3,name_book4,name_book5,extract,,,,,,
148thebeachv3ch7,69.116264,64.872564,148,,148,148,beach,shore,shore,loc_path,anger,contempt,,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_escape,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_na,,,nature_coastal,Frankenstein,Frankenstein,,,,,Creature,,,,,,,,,,"""...as before I had daily lost ground in the pursuit, I now gained on him; so much so, that when I first saw the ocean, he was but one day's journey in advance, and I hoped to intercept him before he should reach the beach.""",,,,,,
148theoceanv3ch7,69.116264,64.872564,148,,148,148,the ocean,Pacific Ocean,Pacific Ocean,loc_path,anger,contempt,,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_escape,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_na,,,nature_coastal,Frankenstein,Frankenstein,,,,,Creature,,,,,,,,,,"""...as before I had daily lost ground in the pursuit, I now gained on him; so much so, that when I first saw the ocean, he was but one day's journey in advance, and I hoped to intercept him before he should reach the beach.""",,,,,,
148frozenseav3ch7,69.116264,64.872564,149,,149,161,sea,Arctic Ocean,Arctic Ocean,loc_path,despair,contempt,,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_escape,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_sublime,,,nature_sea,Frankenstein,Frankenstein,,,,,Creature,,,,,,,,,,"""On hearing this information, I suffered a temporary access of despair. He had escaped me; and I must commence a destructive and almost endless journey across the mountainous ices of the ocean...""",,,,,,
148mountainousicesoftheoceanv3ch7,69.116264,64.872564,149,,149,149,the ocean,Arctic Ocean,Arctic Ocean,loc_path,despair,contempt,,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_escape,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_sublime,,,nature_sea,Frankenstein,Frankenstein,,,,,Creature,,,,,,,,,,"""On hearing this information, I suffered a temporary access of despair. He had escaped me; and I must commence a destructive and almost endless journey across the mountainous ices of the ocean...""",,,,,,
150Walton'svesselv3ch7,78.194889,63.10667,150,,150,161,vessel,vessel,ship,loc_action,surprise,contempt,surprise,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_hiding,action_physical_learningsolitary,,,,,,,,,,,,,,nature_setting_ship,,nature_aesthetic_na,,,nature_ice,Frankenstein,Frankenstein,,,,,Walton,Creature,,,,,,,,,"""In this manner many appalling hours passed; several of my dogs died; and I myself was about to sink under the accumulation of distress, when I saw your vessel riding at anchor...""",,,,,,
154Walton'scabinv3ch7,78.194889,63.10667,154,,154,161,cabin,cabin,quarters,loc_action,relief,contempt,surprise,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_hiding,action_physical_learningsolitary,,,,,,,,,,,,,,nature_setting_ship,,nature_aesthetic_na,,,nature_ice,Frankenstein,Frankenstein,Walton,Creature,,,,,,,,,,,,,"""I was roused by half a dozen sailors, who desired admission into the cabin.""",,,,,,
158Walton'scabinv3ch7,78.194889,63.10667,158,,158,161,cabin,cabin,quarters,loc_action,relief,contempt,surprise,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_hiding,action_physical_learningsolitary,,,,,,,,,,,,,,nature_setting_ship,,nature_aesthetic_na,,,nature_ice,Frankenstein,Frankenstein,Walton,Creature,,,,,,,,,,,,,"""I entered the cabin, where lay the remains of my ill-fated and admirable friend.""",,,,,,
27DesertLandv1ch2,,,27,,27,27,"""desert land""",,,loc_projected,,,,,,,,,,,,,,,,,,action_physical_dialogue,,,,,,,,,,,,,action_physical_dialogue,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,,nature_plain,Victor,Victor,Krempe,,,,Principal Professors,Albertus Magnus,Paracelsus,,,,,,,,"""Good God! in what desert land have you lived, where no one was kind enough to inform you that these fancies, which you have so greedily imbibed, are a thousand years old, and as musty as they are ancient? I little expected in this enlightened and scientific age to find a disciple of Albertus Magnus and Paracelsus. My dear Sir, you must begin your studies entirely anew.'""",,,,,,
29Waldman'sHousev1ch2,,,29,,29,30,"""his own house"" [Waldman's]",,,loc_topmarker,enthusiasm,,,,,,,,,,,,,happiness,,,,action_physical_dialogue,,,,,,,,,,,,action_physical_dialogue,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_na,nature_weather_na,nature_time_night,nature_na,Victor,Waldman,Victor,,,,Cornelius Agrippa,Paracelsus,,,,,,,,,"""I departed highly pleased with the professor and his lecture, and paid him a visit the same evening. His manners in private were even more mild and attractive than in public; for there was a certain dignity in his mien during his lecture, which in his own house was replaced by the greatest affability and kindness.""",,,,,,
38ingolstadtv1ch4,48.76355278,11.425,38,,37,38,Ingolstadt,Ingoftadt,Ingolstadt,loc_zone,happiness,,,happiness,,,,,,,,,,,,,,action_physical_dialogue,,,action_physical_dialogue,,,,,,,,,,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_beautiful,nature_weather_rain,nature_time_day,nature_plain,Victor,Victor,Clerval,,,,University of Ingolstadt,,,,,the Vicar of Wakefield,,,,,"“Nothing could equal my delight on seeing Clerval; his presence brought back to my thoughts my father, Elizabeth, and all those scenes of home so dear to my recollection. I grasped his hand, and in a moment forgot my horror and misfortune; I felt suddenly joy. I welcomed my friend, therefore, in the most cordial manner, and we walked towards my college. Clerval continued talking for some time about our mutual friends, and his own fortune in being permitted to come to Ingolstadt: ""you may easily believe,"" said he, ""how great was the difficulty to persuade my father that it was not absolutely necessary for a merchant not to understand any thing except book-keeping; and, indeed, I believe I left him incredulous to the last, for his constant answer to my unwearied entreaties was the same as that of the Dutch scholmaster in the Vicar of Wakefield : 'I have ten thousand florins a year without Greek, I eat heartily without Greek.' But his affection for me at length overcame his dislike for learning, and he has permitted me to undertake a voyage of discovery to the land of knowledge.” (Shelley 2012:37-38)",,,,,,
49jurav1ch6,46.270833,5.939444,49,,49,50,Jura,Massif du Jura,Jura Mountains,loc_path,sadness,,,,,,,,,,,,,,,,,action_physical_dialogue,,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_sublime,nature_weather_clear,nature_time_day,nature_mountain,Victor,Victor,,,,,Lake Geneva,Geneva,Mont Blanc,,,,,,,,"“The road ran by the side of the lake, which became narrower as I approached my native town. I discovered more distinctly the black sides of Jura, and the bright summit of Mont Blanc. I wept like a child: “Dear mountains! my own beautiful lake! how do you welcome your wanderer? Your summits are clear; the sky and lake are blue and placid. Is this to prognosticate peace, or to mock at my unhappiness?” (Shelley 2012:49)",,,,,,
67seaoficev2ch2,45.925659,6.925195,67,,67,70,Sea of Ice,Glacier Montanvert ,Mer de Glace,loc_action,disgust,longing,,,,,,,,,,,,,,,,action_physical_dialogue,action_physical_dialogue,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_sublime,nature_weather_fog,nature_time_day,,Victor,Victor,Creature,,,,Humanity,William,Mountains and glaciers (wilderness),Adam ,fallen angel (Satan/Devil?),2 Peter 2,Isaiah 12,Ezekiel 28,,,"""A mist covered both that and the surrounding mountains. Presently a breeze dissipated the cloud, and I descended upon the glacier... As I said this, I suddenly beheld the figure of a man, at some distance, advancing towards me with superhuman speed...'On you it rests, whether I quit for ever the neighbourhood of man, and lead a harmless life, or become the scourge of your fellow-creatures, and the author of your own speedy ruin.' As he said this, he led the way across the ice: I followed...""",,,,,,
102vastwildsofSouthAmericach16,-17.400102,-59.76679,102,,101,104,vast wilds of South America,Amazonian Forest,Amazon Rainforest,loc_projected,guilt,longing,,,,,,,,,,,,,,,,action_physical_dialogue,action_physical_dialogue,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_na,,nature_forest,Victor,Victor,Creature,,,,,,,,,,,,,,"""If you consent, neither you nor any other human being shall ever see us again; I will go to the vast wilds of South America.""",,,,,,
104Europech16,50.850347,4.351722,104,,101,104,Europe,Europe,Europe,loc_topmarker,contentment,enthusiasm,,,,,,,,,,,,,,,,action_physical_dialogue,action_physical_dialogue,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,,,Victor,Victor,Creature,,,,,,,,,,,,,,"""I consent to your demand on your solemn oath to quit Europe for ever, and every other place in the neighborhood of man, as soon as I shall deliver into your hands a female who will accompany you in you exile.""",,,,,,
105Genevach16,46.204392,6.143158,105,,105,105,Geneva,Genève,Genève,loc_zone,sadness,,,,love,,love,,,,,,,,,,,action_physical_dialogue,,,,action_physical_dialogue,,action_physical_dialogue,,,,,,,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Alhponse,Elizabeth,,,,,,,,,,,,,"""The following day we returned to Geneva. The intention of my father in coming had been to divert my mind... and the gentle affection of my beloved Elizabeth was inadequate to draw me from the depth of my despair.""",,,,,,
105Chamounixch16,45.923697,6.869433,105,,105,105,Chamounix,Chamounix,Chamonix,loc_zone,madness,,,,fear,,fear,,,,,,,,,,,action_physical_dialogue,,,,action_physical_dialogue,,action_physical_dialogue,,,,,,,,,,nature_setting_village,nature_loc_interior,nature_aesthetic_na,nature_weather_clear,nature_time_day,nature_valley,Victor,Victor,Alphonse,Elizabeth,,,,,,,,,,,,,"""Morning dawned before I arrived at the village of Chamounix; but my presence, so haggard and strange, hardly calmed the fears of my family, who had waited the whole night in anxious expectation of my return."" ",,,,,,
109Francech17,48.856614,2.352222,109,,107,109,France,France,French Republic,loc_path,enthusiasm,,,,love,,,,,,,,,,,,,action_physical_dialogue,,,,action_physical_dialogue,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Alphonse,,,,Clerval,,,,,,,,,,"""I urged my entreaty with earnestness, and my father was easily induced to comply; for a more indulging and less dictatorial parent did not exist upon earth. Our plan was soon arranged. I should travel to Strasburgh, where Clerval will join me. Some short time would be spent in the towns of Holland, and our principal stay would be in England. We should return by France; and it was agreed that the tour should occupy the space of two reasons.""",,,,,,
109Hollandch17,52.370217,4.895167,109,,107,109,Holland,Nederland,The Netherlands,loc_path,enthusiasm,,,,love,,,,,,,,,,,,,action_physical_dialogue,,,,action_physical_dialogue,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Alphonse,,,,Clerval,,,,,,,,,,"""I urged my entreaty with earnestness, and my father was easily induced to comply; for a more indulging and less dictatorial parent did not exist upon earth. Our plan was soon arranged. I should travel to Strasburgh, where Clerval will join me. Some short time would be spent in the towns of Holland, and our principal stay would be in England. We should return by France; and it was agreed that the tour should occupy the space of two reasons.""",,,,,,
109Genevach17,46.204392,6.143158,109,,107,109,Geneva,Genève,Genève,loc_path,contentment,,,,enthusiasm,,,,,,,,,,,,,action_physical_dialogue,,,,action_physical_dialogue,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Alphonse,,,,Elizabeth,,,,,,,,,,"""My father pleased himself with the reflection, that my union with Elizabeth should take place immediately on my return to Geneva.""",,,,,,
109Strasburghch17,48.573406,7.752111,109,,107,109,Strasburgh,Strasburgh,Strasbourg,loc_path,enthusiasm,,,,love,,,,,,,,,,,,,action_physical_dialogue,,,,action_physical_dialogue,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Alphonse,,,,Clerval,,,,,,,,,,"""I urged my entreaty with earnestness, and my father was easily induced to comply; for a more indulging and less dictatorial parent did not exist upon earth. Our plan was soon arranged. I should travel to Strasburgh, where Clerval will join me. Some short time would be spent in the towns of Holland, and our principal stay would be in England. We should return by France; and it was agreed that the tour should occupy the space of two reasons.""",,,,,,
110Strasburghch17,48.573406,7.752111,110,,110,110,Strasburgh,Strasburgh,Strasbourg,loc_path,sadness,,,happiness,,,,,,,,,,,,,,action_physical_dialogue,,,action_physical_dialogue,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_day,nature_na,Victor,Victor,Clerval,,,,,,,,,,,,,,"""...I arrived at Strasburgh, where I waited two days for Clerval. He came. Alas, how great was the contrast between us!""",,,,,,
114Windsorch18,51.481728,-0.613575,114,,114,114,Windsor,New Windsor,Windsor,loc_topmarker,contentment,,,enthusiasm,,,,,,,,,,,,,,action_physical_dialogue,,,action_physical_dialogue,,,,,,,,,,,,,nature_setting_village,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Clerval,,,,,,,,,,,,,,"“In this expedition we did not intend to follow the great road to Edinburgh, but to visit Windsor, Oxford, Matlock, and the Cumberland lakes, resolving to arrive at the completion of this tour about the end of July. I packed my chemical instruments, and the materials I had collected, resolving the finish my labours in some obscure nook in the Northern Highlands of Scotland.”",,,,,,
114Oxfordch18,51.752022,-1.257725,114,,114,114,Oxford,Oxford,Oxford,loc_topmarker,contentment,,,enthusiasm,,,,,,,,,,,,,,action_physical_dialogue,,,action_physical_dialogue,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Clerval,,,,,,,,,,,,,,"“In this expedition we did not intend to follow the great road to Edinburgh, but to visit Windsor, Oxford, Matlock, and the Cumberland lakes, resolving to arrive at the completion of this tour about the end of July. I packed my chemical instruments, and the materials I had collected, resolving the finish my labours in some obscure nook in the Northern Highlands of Scotland.”",,,,,,
114Matlockch18,53.137156,-1.551775,114,,114,114,Matlock,Matlock,Matlock,loc_topmarker,contentment,,,enthusiasm,,,,,,,,,,,,,,action_physical_dialogue,,,action_physical_dialogue,,,,,,,,,,,,,nature_setting_village,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Clerval,,,,,,,,,,,,,,"“In this expedition we did not intend to follow the great road to Edinburgh, but to visit Windsor, Oxford, Matlock, and the Cumberland lakes, resolving to arrive at the completion of this tour about the end of July. I packed my chemical instruments, and the materials I had collected, resolving the finish my labours in some obscure nook in the Northern Highlands of Scotland.”",,,,,,
114CumberlandLakesch18,54.460869,-3.155292,114,,114,114,lakes of Cumberland,Cumberland,"Cumbria, Lake District",loc_topmarker,contentment,,,enthusiasm,,,,,,,,,,,,,,action_physical_dialogue,,,action_physical_dialogue,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_river,Victor,Victor,Clerval,,,,,,,,,,,,,,"“In this expedition we did not intend to follow the great road to Edinburgh, but to visit Windsor, Oxford, Matlock, and the Cumberland lakes, resolving to arrive at the completion of this tour about the end of July. I packed my chemical instruments, and the materials I had collected, resolving the finish my labours in some obscure nook in the Northern Highlands of Scotland.”",,,,,,
114Edinburghch18,55.953253,-3.188267,114,,114,114,Edinburgh,Edinburgh,Edinburgh,loc_topmarker,contentment,,,enthusiasm,,,,,,,,,,,,,,action_physical_dialogue,,,action_physical_dialogue,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Clerval,,,,,,,,,,,,,,"“In this expedition we did not intend to follow the great road to Edinburgh, but to visit Windsor, Oxford, Matlock, and the Cumberland lakes, resolving to arrive at the completion of this tour about the end of July. I packed my chemical instruments, and the materials I had collected, resolving the finish my labours in some obscure nook in the Northern Highlands of Scotland.”",,,,,,
114Highlandsch18,57.144806,-4.680517,114,,114,114,northern highlands of Scotland,Hielans,Scottish Highlands,loc_topmarker,contentment,,,enthusiasm,,,,,,,,,,,,,,action_physical_dialogue,,,action_physical_dialogue,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_mountain,Victor,Victor,Clerval,,,,,,,,,,,,,,"“In this expedition we did not intend to follow the great road to Edinburgh, but to visit Windsor, Oxford, Matlock, and the Cumberland lakes, resolving to arrive at the completion of this tour about the end of July. I packed my chemical instruments, and the materials I had collected, resolving the finish my labours in some obscure nook in the Northern Highlands of Scotland.”",,,,,,
115Rhinech18,49.900692,8.348458,115,,115,116,the Rhine,le Rhin,the Rhine,loc_projected,fear,,,enthusiasm,,,,,,,,,,,,,,action_physical_dialogue,,,action_physical_dialogue,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_na,nature_time_day,nature_river,Victor,Victor,Clerval,,,,,,,,,,,,,,"""'I could pass my life here,' said he to me; 'and among these mountains I should scarcely forget Switzerland and the Rhine.'",,,,,,
126townof--v3ch4,,,126,,126,132,town of --,,,loc_action,madness,,,,,,,,,,,,,,,love,,action_physical_dialogue,,,,,,,,,,,,,,action_physical_dialogue,,nature_setting_village,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_coastal,Victor Frankenstein,Victor Frankenstein,Mr. Kerwin,Clerval,villagers (men),,,,,,,,,,,,,,,,,,
127inaprisonv3ch4,,,127,,127,131,prison,prison,jail,loc_action,madness,,,,love,,,,,,,,,,,love,,action_physical_dialogue,,,,,,,,,,,,,,action_physical_dialogue,,nature_setting_village,nature_loc_interior,nature_aesthetic_revulsion,nature_weather_na,,nature_coastal,Victor Frankenstein,Victor Frankenstein,Mr. Frankenstein,Mr. Kirwin,Nurse,Physician,Elizabeth,Clerval,,,,,,,,,,,,,,,
128bestroomofprisonv3ch4,,,128,,128,131,room,room,cell,loc_action,sadness,,,,love,,,,,,,,,,,love,,action_physical_dialogue,,,,,,,,,,,,,,action_physical_dialogue,,nature_setting_village,nature_loc_interior,nature_aesthetic_revulsion,,,nature_coastal,Victor Frankenstein,Victor Frankenstein,Mr. Frankenstein,Mr. Kirwin,Nurse,Physician,Elizabeth,Clerval,,,,,,,,,,,,,,,
134Irelandv3ch5,53.1424,-7.6921,134,,134,134,Ireland,Éire,Éire,loc_projected,madness,anger,,,fear,,,,,,,,,,,,,action_physical_dialogue,action_physical_hiding,,,action_physical_dialogue,,,,,,,,,,,,,,nature_aesthetic_na,,,,Frankenstein,Frankenstein,Alphonse,,,,Creature,Clerval,Kirwin,,,,,,,,"""...my father... changed the subject of our conversation, and endeavoured to alter the course of my thoughts. He wished as much as possible to obliterate the memory of the scenes that had taken place in Ireland....""",,,,,,
137Genevav3ch5,46.2044,6.1432,137,,137,138,Geneva,Genéve,Genéve,loc_zone,relief,anger,,,love,,relief,,,,,,,,,,,action_physical_dialogue,action_physical_hiding,,,action_physical_dialogue,,action_physical_dialogue,,,,,,,,,,nature_setting_city,,nature_aesthetic_beautiful,nature_weather_clear,,,Frankenstein,Frankenstein,Alphonse,Elizabeth,,,,,,,,,,,,,"""In about a week after the arrival of Elizabeth's letter, we returned to Geneva. My cousin welcomed me with warm affection....""",,,,,,
139Jurav3ch5,46.271,5.9395,139,,139,139,Jura,Jura Mountains,Jura Mountains,loc_zone,happiness,anger,,,,,happiness,,,,,,,,,,,action_physical_dialogue,action_physical_hiding,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_ship,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_day,nature_sea,Frankenstein,Frankenstein,Elizabeth,,,,,,,,,,,,,,"""...sometimes coasting the opposite banks, we saw the mighty Jura opposing its dark side to the ambition that would quit its native country, and an almost insurmountable barrier to the invader who should wish to enslave it.""",,,,,,
139MontSalêvev3ch5,46.0942,6.1403,139,,139,139,Mont Salêve,Mont Salêve,Mont Salêve,loc_zone,happiness,anger,,,,,happiness,,,,,,,,,,,action_physical_dialogue,action_physical_hiding,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_ship,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_day,nature_mountain,Frankenstein,Frankenstein,Elizabeth,,,,,,,,,,,,,,"""We passed rapidly along... while we enjoyed the beauty of the scene, sometimes on one side of the lake, where we saw Mont Salêve....""",,,,,,
139thelakev3ch5,46.204391,6.151,139,,139,139,the lake,Lac Léman,Lac Léman,loc_zone,happiness,anger,,,,,happiness,,,,,,,,,,,action_physical_dialogue,action_physical_hiding,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_village,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_day,nature_sea,Frankenstein,Frrankenstein,Elizabeth,,,,,,,,,,,,,,"""We passed rapidly along... while we enjoyed the beauty of the scene, sometimes on one side of the lake, where we saw...""",,,,,,
139thelakev3ch5,46.204391,6.151,139,,139,139,the lake,Lac Léman,Lac Léman,loc_zone,happiness,anger,,,,,happiness,,,,,,,,,,,action_physical_dialogue,action_physical_hiding,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_ship,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_day,nature_sea,Frankenstein,Frrankenstein,Elizabeth,,,,,,,,,,,,,,"""The Alps her come closer to the lake, and we approached the amphitheatre of mountains which forms its eastern boundary.""",,,,,,
139Montalêgrev3ch5,46.2246,6.1625,139,,139,139,Montelégre,Montalégre,Montalégre,loc_zone,happiness,anger,,,,,happiness,,,,,,,,,,,action_physical_dialogue,action_physical_hiding,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_ship,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_day,nature_sea,Frankenstein,Frankenstein,Elizabeth,,,,,,,,,,,,,,"""We passed rapidly along... while we enjoyed the beauty of the scene, sometimes on one side of the lake, where we saw... the pleasant banks of Montalégre....""",,,,,,
139Drancev3ch5,46.39999,6.49999,139,,139,139,Drance,Dranse,Dranse,loc_zone,happiness,anger,,,,,happiness,,,,,,,,,,,action_physical_dialogue,action_physical_hiding,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_ship,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_day,nature_sea,Frankenstein,Frankenstein,Elizabeth,,,,,,,,,,,,,,"""The sun sunk lower in the heavens; we passed the river Drance, and observed its path through the chasms of the higher, and the glens of the lower hills.""",,,,,,
138spireofEvianv3ch5,46.40111,6.58793,139,,139,139,spire of Evian,Évian,´Evian-les-Bains,loc_zone,happiness,anger,,,,,happiness,,,,,,,,,,,action_physical_dialogue,action_physical_hiding,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_ship,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_day,nature_sea,Frankenstein,Frankenstein,Elizabeth,,,,,,,,,,,,,,"""The spire of Evian shone under the woods that surrounded it, and the range of mountain above mountain by which it was overhung.""",,,,,,
138theshorev3ch5,46.40111,6.58793,139,,139,139,the shore,Évian,´Evian-les-Bains,loc_zone,fear,anger,,,,,happiness,,,,,,,,,,,action_physical_dialogue,action_physical_hiding,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_ship,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_night,nature_coastal,Frankenstein,Frankenstein,Elizabeth,,,,,,,,,,,,,,"""The sun sank beneath the horizon as we landed; and as I touched the shore, I felt those cares and fears revive, hich soon were to clasp me, and cling to me for ever.""",,,,,,
139MontBlâncv3ch5,45.8326,6.8652,139,,139,139,Mont Blânc,Mont Blânc,Mont Blânc,loc_zone,happiness,anger,,,,,happiness,,,,,,,,,,,action_physical_dialogue,action_physical_hiding,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_ship,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_day,nature_sea,Frankenstein,Frankenstein,Elizabeth,,,,,,,,,,,,,,"""We passed rapidly along... while we enjoyed the beauty of the scene, sometimes on one side of the lake, where we saw... the pleasant banks of Montalégre, and at a distance, surmounting all, the beautiful Mont Blânc, and the assemblage of snowy mountains that in vain endeavour to emulate her...""",,,,,,
139MontBlâncv3ch5,45.8326,6.8652,139,,139,139,Mont Blânc,Mont Blânc,Mont Blânc,loc_zone,love,anger,,,,,unease,,,,,,,,,,,action_physical_dialogue,action_physical_hiding,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_ship,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_day,nature_sea,Frankenstein,Frankenstein,Elizabeth,,,,,,,,,,,,,,"""'Observe how fast we move along, and how the clouds which sometimes obscure, and sometimes rise above the dome of Mont Blânc, render this scene of beauty still more interesting.""'",,,,,,
139theAlpsv3ch5,46.55549,8.55683,139,,139,139,the Alps,the Alps,the Swiss Alps,loc_zone,happiness,anger,,,,,happiness,,,,,,,,,,,action_physical_dialogue,action_physical_hiding,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_ship,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_day,nature_coastal,Frankenstein,Frankenstein,Elizabeth,,,,,,,,,,,,,,"""The Alps her come closer to the lake, and we approached the amphitheatre of mountains which forms its eastern boundary.""",,,,,,
138theshorev3ch6,46.40111,6.58793,140,,140,140,the shore,Évian,´Evian-les-Bains,loc_zone,fear,anger,,,,,unease,,,,,,,,,,,action_physical_dialogue,action_physical_hiding,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_village,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_night,nature_coastal,Frankenstein,Frankenstein,Elizabeth,,,,,,,,,,,,,,"""...we walked for a short time on the shore, enjoying the transitory light, and then retired to the inn....""",,,,,,
138thehousev3ch6,46.40111,6.58793,140,,140,140,the house,inn,honeymoon suite,loc_action,fear,anger,,,,,unease,,,,,,,,,,,action_physical_dialogue,action_physical_hiding,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_village,nature_loc_interior,,nature_weather_thunderstorm,nature_time_night,nature_coastal,Frankenstein,Frankenstein,Elizabeth,,,,Creature,,,,,,,,,,"""She left me, and I continued some time walking up and sown the passages of the house, and inspecting every corner that might afford a retreat to my adversary.""",,,,,,
138theinnv3ch6,46.40111,6.58793,140,,140,140,the inn,inn,hotel,loc_zone,fear,anger,,,,,unease,,,,,,,,,,,action_physical_dialogue,action_physical_hiding,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_village,nature_loc_interior,nature_aesthetic_beautiful,nature_weather_thunderstorm,nature_time_night,nature_coastal,Frankenstein,Frankenstein,Elizabeth,,,,,,,,,,,,,,"""...we walked for a short time on the shore, enjoying the transitory light, and then retired to the inn....""",,,,,,
